ACTION,weightedRisk,weightedAvgInteveral,riskString,RACE,infRateRace,mortRateRace,age group (years),mortality rate,sex,mortRateSex,prexistingCond,mortRatePC,FIPS,COUNTY,STATE,COUNTYFP,ALWAYS,alwaysInteveral,alwaysString
,,,,,,,,,,,,,26069,Iosco,MI,26061,0.505,,
,,,,,,,,,,,,,26071,Iron,MI,26063,0.544,,
,,,,,,,,,,,,,26073,Isabella,MI,26065,0.595,,
,,,,,,,,,,,,,26075,Jackson,MI,26067,0.394,,
,,,,,,,,,,,,,26077,Kalamazoo,MI,26069,0.511,,
,,,,,,,,,,,,,26079,Kalkaska,MI,26071,0.533,,
,,,,,,,,,,,,,26081,Kent,MI,26073,0.544,,
,,,,,,,,,,,,,26083,Keweenaw,MI,26075,0.511,,
,,,,,,,,,,,,,26085,Lake,MI,26077,0.693,,
,,,,,,,,,,,,,26087,Lapeer,MI,26079,0.646,,
,,,,,,,,,,,,,26089,Leelanau,MI,26081,0.641,,
,,,,,,,,,,,,,26091,Lenawee,MI,26083,0.518,,
,,,,,,,,,,,,,26093,Livingston,MI,26085,0.548,,
,,,,,,,,,,,,,26095,Luce,MI,26087,0.622,,
,,,,,,,,,,,,,26097,Mackinac,MI,26089,0.663,,
,,,,,,,,,,,,,26099,Macomb,MI,26091,0.612,,
,,,,,,,,,,,,,26101,Manistee,MI,26093,0.687,,
,,,,,,,,,,,,,26103,Marquette,MI,26095,0.617,,
,,,,,,,,,,,,,26105,Mason,MI,26097,0.599,,
,,,,,,,,,,,,,26107,Mecosta,MI,26099,0.688,,
,,,,,,,,,,,,,26109,Menominee,MI,26101,0.707,,
,,,,,,,,,,,,,26111,Midland,MI,26103,0.578,,
,,,,,,,,,,,,,26113,Missaukee,MI,26105,0.561,,
,,,,,,,,,,,,,26115,Monroe,MI,26107,0.475,,
,,,,,,,,,,,,,26117,Montcalm,MI,26109,0.547,,
,,,,,,,,,,,,,26119,Montmorency,MI,26111,0.626,,
,,,,,,,,,,,,,26121,Muskegon,MI,26113,0.666,,
,,,,,,,,,,,,,26123,Newaygo,MI,26115,0.663,,
,,,,,,,,,,,,,26125,Oakland,MI,26117,0.458,,
,,,,,,,,,,,,,26127,Oceana,MI,26119,0.574,,
,,,,,,,,,,,,,26129,Ogemaw,MI,26121,0.611,,
,,,,,,,,,,,,,26131,Ontonagon,MI,26123,0.454,,
,,,,,,,,,,,,,26133,Osceola,MI,26125,0.727,,
,,,,,,,,,,,,,26135,Oscoda,MI,26127,0.616,,
,,,,,,,,,,,,,26137,Otsego,MI,26129,0.458,,
,,,,,,,,,,,,,26139,Ottawa,MI,26131,0.501,,
,,,,,,,,,,,,,26141,Presque Isle,MI,26133,0.531,,
,,,,,,,,,,,,,26143,Roscommon,MI,26135,0.593,,
,,,,,,,,,,,,,26145,Saginaw,MI,26137,0.602,,
,,,,,,,,,,,,,26147,St Clair,MI,26139,0.531,,
,,,,,,,,,,,,,26149,St Joseph,MI,26141,0.575,,
,,,,,,,,,,,,,26151,Sanilac,MI,26143,0.637,,
,,,,,,,,,,,,,26153,Schoolcraft,MI,26145,0.616,,
,,,,,,,,,,,,,26155,Shiawassee,MI,26147,0.64,,
,,,,,,,,,,,,,26157,Tuscola,MI,26149,0.488,,
,,,,,,,,,,,,,26159,Van Buren,MI,26151,0.522,,
,,,,,,,,,,,,,26161,Washtenaw,MI,26153,0.611,,
,,,,,,,,,,,,,26163,Wayne,MI,26155,0.475,,
,,,,,,,,,,,,,26165,Wexford,MI,26157,0.536,,
,,,,,,,,,,,,,27001,Aitkin,MN,26159,0.587,,
,,,,,,,,,,,,,27003,Anoka,MN,26161,0.733,,
,,,,,,,,,,,,,27005,Becker,MN,26163,0.69,,
,,,,,,,,,,,,,27007,Beltrami,MN,26165,0.659,,
,,,,,,,,,,,,,27009,Benton,MN,27001,0.375,,
,,,,,,,,,,,,,27011,Big Stone,MN,27003,0.492,,
,,,,,,,,,,,,,27013,Blue Earth,MN,27005,0.252,,
,,,,,,,,,,,,,27015,Brown,MN,27007,0.34,,
,,,,,,,,,,,,,27017,Carlton,MN,27009,0.42,,
,,,,,,,,,,,,,27019,Carver,MN,27011,0.292,,
,,,,,,,,,,,,,27021,Cass,MN,27013,0.435,,
,,,,,,,,,,,,,27023,Chippewa,MN,27015,0.322,,
,,,,,,,,,,,,,27025,Chisago,MN,27017,0.469,,
,,,,,,,,,,,,,27027,Clay,MN,27019,0.368,,
,,,,,,,,,,,,,27029,Clearwater,MN,27021,0.426,,
,,,,,,,,,,,,,27031,Cook,MN,27023,0.318,,
,,,,,,,,,,,,,27033,Cottonwood,MN,27025,0.414,,
,,,,,,,,,,,,,27035,Crow Wing,MN,27027,0.419,,
,,,,,,,,,,,,,27037,Dakota,MN,27029,0.351,,
,,,,,,,,,,,,,27039,Dodge,MN,27031,0.5,,
,,,,,,,,,,,,,27041,Douglas,MN,27033,0.263,,
,,,,,,,,,,,,,27043,Faribault,MN,27035,0.411,,
,,,,,,,,,,,,,27045,Fillmore,MN,27037,0.488,,
,,,,,,,,,,,,,27047,Freeborn,MN,27039,0.473,,
,,,,,,,,,,,,,27049,Goodhue,MN,27041,0.35,,
,,,,,,,,,,,,,27051,Grant,MN,27043,0.34,,
,,,,,,,,,,,,,27053,Hennepin,MN,27045,0.483,,
,,,,,,,,,,,,,27055,Houston,MN,27047,0.291,,
,,,,,,,,,,,,,27057,Hubbard,MN,27049,0.513,,
,,,,,,,,,,,,,27059,Isanti,MN,27051,0.396,,
,,,,,,,,,,,,,27061,Itasca,MN,27053,0.596,,
,,,,,,,,,,,,,27063,Jackson,MN,27055,0.478,,
,,,,,,,,,,,,,27065,Kanabec,MN,27057,0.38,,
,,,,,,,,,,,,,27067,Kandiyohi,MN,27059,0.442,,
,,,,,,,,,,,,,27069,Kittson,MN,27061,0.336,,
,,,,,,,,,,,,,27071,Koochiching,MN,27063,0.34,,
,,,,,,,,,,,,,27073,Lac qui Parle,MN,27065,0.346,,
,,,,,,,,,,,,,27075,Lake,MN,27067,0.312,,
,,,,,,,,,,,,,27077,Lake of the Woods,MN,27069,0.292,,
,,,,,,,,,,,,,27079,Le Sueur,MN,27071,0.316,,
,,,,,,,,,,,,,27081,Lincoln,MN,27073,0.293,,
,,,,,,,,,,,,,27083,Lyon,MN,27075,0.464,,
,,,,,,,,,,,,,27085,McLeod,MN,27077,0.313,,
,,,,,,,,,,,,,27087,Mahnomen,MN,27079,0.377,,
,,,,,,,,,,,,,27089,Marshall,MN,27081,0.317,,
,,,,,,,,,,,,,27091,Martin,MN,27083,0.339,,
,,,,,,,,,,,,,27093,Meeker,MN,27085,0.186,,
,,,,,,,,,,,,,27095,Mille Lacs,MN,27087,0.382,,
,,,,,,,,,,,,,27097,Morrison,MN,27089,0.315,,
,,,,,,,,,,,,,27099,Mower,MN,27091,0.366,,
,,,,,,,,,,,,,27101,Murray,MN,27093,0.367,,
,,,,,,,,,,,,,27103,Nicollet,MN,27095,0.349,,
,,,,,,,,,,,,,27105,Nobles,MN,27097,0.373,,
,,,,,,,,,,,,,27107,Norman,MN,27099,0.448,,
,,,,,,,,,,,,,27109,Olmsted,MN,27101,0.303,,
,,,,,,,,,,,,,27111,Otter Tail,MN,27103,0.392,,
,,,,,,,,,,,,,27113,Pennington,MN,27105,0.284,,
,,,,,,,,,,,,,27115,Pine,MN,27107,0.428,,
,,,,,,,,,,,,,27117,Pipestone,MN,27109,0.485,,
,,,,,,,,,,,,,27119,Polk,MN,27111,0.291,,
,,,,,,,,,,,,,27121,Pope,MN,27113,0.306,,
,,,,,,,,,,,,,27123,Ramsey,MN,27115,0.364,,
,,,,,,,,,,,,,27125,Red Lake,MN,27117,0.317,,
,,,,,,,,,,,,,27127,Redwood,MN,27119,0.295,,
,,,,,,,,,,,,,27129,Renville,MN,27121,0.395,,
,,,,,,,,,,,,,27131,Rice,MN,27123,0.564,,
,,,,,,,,,,,,,27133,Rock,MN,27125,0.286,,
,,,,,,,,,,,,,27135,Roseau,MN,27127,0.293,,
,,,,,,,,,,,,,27137,St Louis,MN,27129,0.247,,
,,,,,,,,,,,,,27139,Scott,MN,27131,0.454,,
,,,,,,,,,,,,,27141,Sherburne,MN,27133,0.328,,
,,,,,,,,,,,,,27143,Sibley,MN,27135,0.327,,
,,,,,,,,,,,,,27145,Stearns,MN,27137,0.457,,
,,,,,,,,,,,,,27147,Steele,MN,27139,0.482,,
,,,,,,,,,,,,,27149,Stevens,MN,27141,0.346,,
,,,,,,,,,,,,,27151,Swift,MN,27143,0.233,,
,,,,,,,,,,,,,27153,Todd,MN,27145,0.415,,
,,,,,,,,,,,,,27155,Traverse,MN,27147,0.365,,
,,,,,,,,,,,,,27157,Wabasha,MN,27149,0.397,,
,,,,,,,,,,,,,27159,Wadena,MN,27151,0.353,,
,,,,,,,,,,,,,27161,Waseca,MN,27153,0.363,,
,,,,,,,,,,,,,27163,Washington,MN,27155,0.395,,
,,,,,,,,,,,,,27165,Watonwan,MN,27157,0.427,,
,,,,,,,,,,,,,27167,Wilkin,MN,27159,0.367,,
,,,,,,,,,,,,,27169,Winona,MN,27161,0.429,,
,,,,,,,,,,,,,27171,Wright,MN,27163,0.503,,
,,,,,,,,,,,,,27173,Yellow Medicine,MN,27165,0.352,,
,,,,,,,,,,,,,28001,Adams,MS,27167,0.352,,
,,,,,,,,,,,,,28003,Alcorn,MS,27169,0.435,,
,,,,,,,,,,,,,28005,Amite,MS,27171,0.387,,
,,,,,,,,,,,,,28007,Attala,MS,27173,0.326,,
,,,,,,,,,,,,,28009,Benton,MS,28001,0.56,,
,,,,,,,,,,,,,28011,Bolivar,MS,28003,0.428,,
,,,,,,,,,,,,,28013,Calhoun,MS,28005,0.473,,
,,,,,,,,,,,,,28015,Carroll,MS,28007,0.601,,
,,,,,,,,,,,,,28017,Chickasaw,MS,28009,0.489,,
,,,,,,,,,,,,,28019,Choctaw,MS,28011,0.456,,
,,,,,,,,,,,,,28021,Claiborne,MS,28013,0.494,,
,,,,,,,,,,,,,28023,Clarke,MS,28015,0.537,,
,,,,,,,,,,,,,28025,Clay,MS,28017,0.525,,
,,,,,,,,,,,,,28027,Coahoma,MS,28019,0.588,,
,,,,,,,,,,,,,28029,Copiah,MS,28021,0.598,,
,,,,,,,,,,,,,28031,Covington,MS,28023,0.597,,
,,,,,,,,,,,,,28033,De Soto,MS,28025,0.577,,
,,,,,,,,,,,,,28035,Forrest,MS,28027,0.459,,
,,,,,,,,,,,,,28037,Franklin,MS,28029,0.552,,
,,,,,,,,,,,,,28039,George,MS,28031,0.506,,
,,,,,,,,,,,,,28041,Greene,MS,28033,0.543,,
,,,,,,,,,,,,,28043,Grenada,MS,28035,0.527,,
,,,,,,,,,,,,,28045,Hancock,MS,28037,0.509,,
,,,,,,,,,,,,,28047,Harrison,MS,28039,0.428,,
,,,,,,,,,,,,,28049,Hinds,MS,28041,0.541,,
,,,,,,,,,,,,,28051,Holmes,MS,28043,0.486,,
,,,,,,,,,,,,,28053,Humphreys,MS,28045,0.503,,
,,,,,,,,,,,,,28055,Issaquena,MS,28047,0.457,,
,,,,,,,,,,,,,28057,Itawamba,MS,28049,0.588,,
,,,,,,,,,,,,,28059,Jackson,MS,28051,0.672,,
,,,,,,,,,,,,,28061,Jasper,MS,28053,0.61,,
,,,,,,,,,,,,,28063,Jefferson,MS,28055,0.612,,
,,,,,,,,,,,,,28065,Jefferson Davis,MS,28057,0.464,,
,,,,,,,,,,,,,28067,Jones,MS,28059,0.472,,
,,,,,,,,,,,,,28069,Kemper,MS,28061,0.533,,
,,,,,,,,,,,,,28071,Lafayette,MS,28063,0.555,,
,,,,,,,,,,,,,28073,Lamar,MS,28065,0.445,,
,,,,,,,,,,,,,28075,Lauderdale,MS,28067,0.565,,
,,,,,,,,,,,,,28077,Lawrence,MS,28069,0.687,,
,,,,,,,,,,,,,28079,Leake,MS,28071,0.56,,
,,,,,,,,,,,,,28081,Lee,MS,28073,0.517,,
,,,,,,,,,,,,,28083,Leflore,MS,28075,0.643,,
,,,,,,,,,,,,,28085,Lincoln,MS,28077,0.471,,
,,,,,,,,,,,,,28087,Lowndes,MS,28079,0.633,,
,,,,,,,,,,,,,28089,Madison,MS,28081,0.505,,
,,,,,,,,,,,,,28091,Marion,MS,28083,0.537,,
,,,,,,,,,,,,,28093,Marshall,MS,28085,0.516,,
,,,,,,,,,,,,,28095,Monroe,MS,28087,0.59,,
,,,,,,,,,,,,,28097,Montgomery,MS,28089,0.502,,
,,,,,,,,,,,,,28099,Neshoba,MS,28091,0.408,,
,,,,,,,,,,,,,28101,Newton,MS,28093,0.55,,
,,,,,,,,,,,,,28103,Noxubee,MS,28095,0.539,,
,,,,,,,,,,,,,28105,Oktibbeha,MS,28097,0.51,,
,,,,,,,,,,,,,28107,Panola,MS,28099,0.729,,
,,,,,,,,,,,,,28109,Pearl River,MS,28101,0.662,,
,,,,,,,,,,,,,28111,Perry,MS,28103,0.642,,
,,,,,,,,,,,,,28113,Pike,MS,28105,0.591,,
,,,,,,,,,,,,,28115,Pontotoc,MS,28107,0.399,,
,,,,,,,,,,,,,28117,Prentiss,MS,28109,0.487,,
,,,,,,,,,,,,,28119,Quitman,MS,28111,0.503,,
,,,,,,,,,,,,,28121,Rankin,MS,28113,0.531,,
,,,,,,,,,,,,,28123,Scott,MS,28115,0.516,,
,,,,,,,,,,,,,28125,Sharkey,MS,28117,0.389,,
,,,,,,,,,,,,,28127,Simpson,MS,28119,0.446,,
,,,,,,,,,,,,,28129,Smith,MS,28121,0.561,,
,,,,,,,,,,,,,28131,Stone,MS,28123,0.543,,
,,,,,,,,,,,,,28133,Sunflower,MS,28125,0.59,,
,,,,,,,,,,,,,28135,Tallahatchie,MS,28127,0.491,,
,,,,,,,,,,,,,28137,Tate,MS,28129,0.417,,
,,,,,,,,,,,,,28139,Tippah,MS,28131,0.479,,
,,,,,,,,,,,,,28141,Tishomingo,MS,28133,0.498,,
,,,,,,,,,,,,,28143,Tunica,MS,28135,0.461,,
,,,,,,,,,,,,,28145,Union,MS,28137,0.437,,
,,,,,,,,,,,,,28147,Walthall,MS,28139,0.434,,
,,,,,,,,,,,,,28149,Warren,MS,28141,0.37,,
,,,,,,,,,,,,,28151,Washington,MS,28143,0.568,,
,,,,,,,,,,,,,28153,Wayne,MS,28145,0.47,,
,,,,,,,,,,,,,28155,Webster,MS,28147,0.409,,
,,,,,,,,,,,,,28157,Wilkinson,MS,28149,0.586,,
,,,,,,,,,,,,,28159,Winston,MS,28151,0.5,,
,,,,,,,,,,,,,28161,Yalobusha,MS,28153,0.587,,
,,,,,,,,,,,,,28163,Yazoo,MS,28155,0.502,,
,,,,,,,,,,,,,29001,Adair,MO,28157,0.481,,
,,,,,,,,,,,,,29003,Andrew,MO,28159,0.676,,
,,,,,,,,,,,,,29005,Atchison,MO,28161,0.523,,
,,,,,,,,,,,,,29007,Audrain,MO,28163,0.608,,
,,,,,,,,,,,,,29009,Barry,MO,29001,0.395,,
,,,,,,,,,,,,,29011,Barton,MO,29003,0.272,,
,,,,,,,,,,,,,29013,Bates,MO,29005,0.382,,
,,,,,,,,,,,,,29015,Benton,MO,29007,0.327,,
,,,,,,,,,,,,,29017,Bollinger,MO,29009,0.343,,
,,,,,,,,,,,,,29019,Boone,MO,29011,0.474,,
,,,,,,,,,,,,,29021,Buchanan,MO,29013,0.444,,
,,,,,,,,,,,,,29023,Butler,MO,29015,0.245,,
,,,,,,,,,,,,,29025,Caldwell,MO,29017,0.35,,
,,,,,,,,,,,,,29027,Callaway,MO,29019,0.515,,
,,,,,,,,,,,,,29029,Camden,MO,29021,0.302,,
,,,,,,,,,,,,,29031,Cape Girardeau,MO,29023,0.342,,
,,,,,,,,,,,,,29033,Carroll,MO,29025,0.367,,
,,,,,,,,,,,,,29035,Carter,MO,29027,0.344,,
,,,,,,,,,,,,,29037,Cass,MO,29029,0.371,,
,,,,,,,,,,,,,29039,Cedar,MO,29031,0.389,,
,,,,,,,,,,,,,29041,Chariton,MO,29033,0.351,,
,,,,,,,,,,,,,29043,Christian,MO,29035,0.281,,
,,,,,,,,,,,,,29045,Clark,MO,29037,0.535,,
,,,,,,,,,,,,,29047,Clay,MO,29039,0.341,,
,,,,,,,,,,,,,29049,Clinton,MO,29041,0.38,,
,,,,,,,,,,,,,29051,Cole,MO,29043,0.451,,
,,,,,,,,,,,,,29053,Cooper,MO,29045,0.32,,
,,,,,,,,,,,,,29055,Crawford,MO,29047,0.655,,
,,,,,,,,,,,,,29057,Dade,MO,29049,0.517,,
,,,,,,,,,,,,,29059,Dallas,MO,29051,0.434,,
,,,,,,,,,,,,,29061,Daviess,MO,29053,0.54,,
,,,,,,,,,,,,,29063,De Kalb,MO,29055,0.391,,
,,,,,,,,,,,,,29065,Dent,MO,29057,0.369,,
,,,,,,,,,,,,,29067,Douglas,MO,29059,0.371,,
,,,,,,,,,,,,,29069,Dunklin,MO,29061,0.291,,
,,,,,,,,,,,,,29071,Franklin,MO,29063,0.323,,
,,,,,,,,,,,,,29073,Gasconade,MO,29065,0.293,,
,,,,,,,,,,,,,29075,Gentry,MO,29067,0.328,,
,,,,,,,,,,,,,29077,Greene,MO,29069,0.478,,
,,,,,,,,,,,,,29079,Grundy,MO,29071,0.458,,
,,,,,,,,,,,,,29081,Harrison,MO,29073,0.404,,
,,,,,,,,,,,,,29083,Henry,MO,29075,0.251,,
,,,,,,,,,,,,,29085,Hickory,MO,29077,0.418,,
,,,,,,,,,,,,,29087,Holt,MO,29079,0.236,,
,,,,,,,,,,,,,29089,Howard,MO,29081,0.236,,
,,,,,,,,,,,,,29091,Howell,MO,29083,0.262,,
,,,,,,,,,,,,,29093,Iron,MO,29085,0.316,,
,,,,,,,,,,,,,29095,Jackson,MO,29087,0.26,,
,,,,,,,,,,,,,29097,Jasper,MO,29089,0.531,,
,,,,,,,,,,,,,29099,Jefferson,MO,29091,0.242,,
,,,,,,,,,,,,,29101,Johnson,MO,29093,0.423,,
,,,,,,,,,,,,,29103,Knox,MO,29095,0.609,,
,,,,,,,,,,,,,29105,Laclede,MO,29097,0.388,,
,,,,,,,,,,,,,29107,Lafayette,MO,29099,0.447,,
,,,,,,,,,,,,,29109,Lawrence,MO,29101,0.511,,
,,,,,,,,,,,,,29111,Lewis,MO,29103,0.353,,
,,,,,,,,,,,,,29113,Lincoln,MO,29105,0.287,,
,,,,,,,,,,,,,29115,Linn,MO,29107,0.571,,
,,,,,,,,,,,,,29117,Livingston,MO,29109,0.237,,
,,,,,,,,,,,,,29119,McDonald,MO,29111,0.32,,
,,,,,,,,,,,,,29121,Macon,MO,29113,0.299,,
,,,,,,,,,,,,,29123,Madison,MO,29115,0.326,,
,,,,,,,,,,,,,29125,Maries,MO,29117,0.26,,
,,,,,,,,,,,,,29127,Marion,MO,29119,0.476,,
,,,,,,,,,,,,,29129,Mercer,MO,29121,0.338,,
,,,,,,,,,,,,,29131,Miller,MO,29123,0.406,,
,,,,,,,,,,,,,29133,Mississippi,MO,29125,0.424,,
,,,,,,,,,,,,,29135,Moniteau,MO,29127,0.332,,
,,,,,,,,,,,,,29137,Monroe,MO,29129,0.261,,
,,,,,,,,,,,,,29139,Montgomery,MO,29131,0.39,,
,,,,,,,,,,,,,29141,Morgan,MO,29133,0.413,,
,,,,,,,,,,,,,29143,New Madrid,MO,29135,0.318,,
,,,,,,,,,,,,,29145,Newton,MO,29137,0.346,,
,,,,,,,,,,,,,29147,Nodaway,MO,29139,0.392,,
,,,,,,,,,,,,,29149,Oregon,MO,29141,0.304,,
,,,,,,,,,,,,,29151,Osage,MO,29143,0.461,,
,,,,,,,,,,,,,29153,Ozark,MO,29145,0.373,,
,,,,,,,,,,,,,29155,Pemiscot,MO,29147,0.272,,
,,,,,,,,,,,,,29157,Perry,MO,29149,0.241,,
,,,,,,,,,,,,,29159,Pettis,MO,29151,0.469,,
,,,,,,,,,,,,,29161,Phelps,MO,29153,0.435,,
,,,,,,,,,,,,,29163,Pike,MO,29155,0.407,,
,,,,,,,,,,,,,29165,Platte,MO,29157,0.408,,
,,,,,,,,,,,,,29167,Polk,MO,29159,0.294,,
,,,,,,,,,,,,,29169,Pulaski,MO,29161,0.32,,
,,,,,,,,,,,,,29171,Putnam,MO,29163,0.164,,
,,,,,,,,,,,,,29173,Ralls,MO,29165,0.638,,
,,,,,,,,,,,,,29175,Randolph,MO,29167,0.416,,
,,,,,,,,,,,,,29177,Ray,MO,29169,0.354,,
,,,,,,,,,,,,,29179,Reynolds,MO,29171,0.382,,
,,,,,,,,,,,,,29181,Ripley,MO,29173,0.29,,
,,,,,,,,,,,,,29183,St Charles,MO,29175,0.41,,
,,,,,,,,,,,,,29185,St Clair,MO,29177,0.386,,
,,,,,,,,,,,,,29186,Ste. Genevieve,MO,29179,0.366,,
,,,,,,,,,,,,,29187,St Francois,MO,29181,0.308,,
,,,,,,,,,,,,,29189,St Louis,MO,29183,0.532,,
,,,,,,,,,,,,,29195,Saline,MO,29185,0.23,,
,,,,,,,,,,,,,29197,Schuyler,MO,29186,0.38,,
,,,,,,,,,,,,,29199,Scotland,MO,29187,0.428,,
,,,,,,,,,,,,,29201,Scott,MO,29189,0.697,,
,,,,,,,,,,,,,29203,Shannon,MO,29195,0.389,,
,,,,,,,,,,,,,29205,Shelby,MO,29197,0.416,,
,,,,,,,,,,,,,29207,Stoddard,MO,29199,0.361,,
,,,,,,,,,,,,,29209,Stone,MO,29201,0.385,,
,,,,,,,,,,,,,29211,Sullivan,MO,29203,0.243,,
,,,,,,,,,,,,,29213,Taney,MO,29205,0.317,,
,,,,,,,,,,,,,29215,Texas,MO,29207,0.411,,
,,,,,,,,,,,,,29217,Vernon,MO,29209,0.434,,
,,,,,,,,,,,,,29219,Warren,MO,29211,0.341,,
,,,,,,,,,,,,,29221,Washington,MO,29213,0.499,,
,,,,,,,,,,,,,29223,Wayne,MO,29215,0.183,,
,,,,,,,,,,,,,29225,Webster,MO,29217,0.496,,
,,,,,,,,,,,,,29227,Worth,MO,29219,0.446,,
,,,,,,,,,,,,,29229,Wright,MO,29221,0.418,,
,,,,,,,,,,,,,29510,St Louis City,MO,29223,0.313,,
,,,,,,,,,,,,,30001,Beaverhead,MT,29225,0.313,,
,,,,,,,,,,,,,30003,Big Horn,MT,29227,0.241,,
,,,,,,,,,,,,,30005,Blaine,MT,29229,0.155,,
,,,,,,,,,,,,,30007,Broadwater,MT,29510,0.726,,
,,,,,,,,,,,,,30009,Carbon,MT,30001,0.425,,
,,,,,,,,,,,,,30011,Carter,MT,30003,0.271,,
,,,,,,,,,,,,,30013,Cascade,MT,30005,0.192,,
,,,,,,,,,,,,,30015,Chouteau,MT,30007,0.439,,
,,,,,,,,,,,,,30017,Custer,MT,30009,0.267,,
,,,,,,,,,,,,,30019,Daniels,MT,30011,0.417,,
,,,,,,,,,,,,,30021,Dawson,MT,30013,0.382,,
,,,,,,,,,,,,,30023,Deer Lodge,MT,30015,0.346,,
,,,,,,,,,,,,,30025,Fallon,MT,30017,0.23,,
,,,,,,,,,,,,,30027,Fergus,MT,30019,0.129,,
,,,,,,,,,,,,,30029,Flathead,MT,30021,0.161,,
,,,,,,,,,,,,,30031,Gallatin,MT,30023,0.489,,
,,,,,,,,,,,,,30033,Garfield,MT,30025,0.24,,
,,,,,,,,,,,,,30035,Glacier,MT,30027,0.261,,
,,,,,,,,,,,,,30037,Golden Valley,MT,30029,0.374,,
,,,,,,,,,,,,,30039,Granite,MT,30031,0.448,,
,,,,,,,,,,,,,30041,Hill,MT,30033,0.221,,
,,,,,,,,,,,,,30043,Jefferson,MT,30035,0.396,,
,,,,,,,,,,,,,30045,Judith Basin,MT,30037,0.271,,
,,,,,,,,,,,,,30047,Lake,MT,30039,0.422,,
,,,,,,,,,,,,,30049,Lewis and Clark,MT,30041,0.273,,
,,,,,,,,,,,,,30051,Liberty,MT,30043,0.487,,
,,,,,,,,,,,,,30053,Lincoln,MT,30045,0.349,,
,,,,,,,,,,,,,30055,McCone,MT,30047,0.349,,
,,,,,,,,,,,,,30057,Madison,MT,30049,0.479,,
,,,,,,,,,,,,,30059,Meagher,MT,30051,0.352,,
,,,,,,,,,,,,,30061,Mineral,MT,30053,0.402,,
,,,,,,,,,,,,,30063,Missoula,MT,30055,0.139,,
,,,,,,,,,,,,,30065,Musselshell,MT,30057,0.4,,
,,,,,,,,,,,,,30067,Park,MT,30059,0.396,,
,,,,,,,,,,,,,30069,Petroleum,MT,30061,0.323,,
,,,,,,,,,,,,,30071,Phillips,MT,30063,0.372,,
,,,,,,,,,,,,,30073,Pondera,MT,30065,0.268,,
,,,,,,,,,,,,,30075,Powder River,MT,30067,0.467,,
,,,,,,,,,,,,,30077,Powell,MT,30069,0.269,,
,,,,,,,,,,,,,30079,Prairie,MT,30071,0.147,,
,,,,,,,,,,,,,30081,Ravalli,MT,30073,0.39,,
,,,,,,,,,,,,,30083,Richland,MT,30075,0.273,,
,,,,,,,,,,,,,30085,Roosevelt,MT,30077,0.53,,
,,,,,,,,,,,,,30087,Rosebud,MT,30079,0.176,,
,,,,,,,,,,,,,30089,Sanders,MT,30081,0.393,,
,,,,,,,,,,,,,30091,Sheridan,MT,30083,0.191,,
,,,,,,,,,,,,,30093,Silver Bow,MT,30085,0.146,,
,,,,,,,,,,,,,30095,Stillwater,MT,30087,0.269,,
,,,,,,,,,,,,,30097,Sweet Grass,MT,30089,0.283,,
,,,,,,,,,,,,,30099,Teton,MT,30091,0.185,,
,,,,,,,,,,,,,30101,Toole,MT,30093,0.503,,
,,,,,,,,,,,,,30103,Treasure,MT,30095,0.286,,
,,,,,,,,,,,,,30105,Valley,MT,30097,0.374,,
,,,,,,,,,,,,,30107,Wheatland,MT,30099,0.391,,
,,,,,,,,,,,,,30109,Wibaux,MT,30101,0.384,,
,,,,,,,,,,,,,30111,Yellowstone,MT,30103,0.27,,
,,,,,,,,,,,,,30113,Yellowstone Nat Park,MT,30105,0.115,,
,,,,,,,,,,,,,31001,Adams,NE,30107,0.318,,
,,,,,,,,,,,,,31003,Antelope,NE,30109,0.187,,
,,,,,,,,,,,,,31005,Arthur,NE,30111,0.265,,
,,,,,,,,,,,,,31007,Banner,NE,31001,0.435,,
,,,,,,,,,,,,,31009,Blaine,NE,31003,0.354,,
,,,,,,,,,,,,,31011,Boone,NE,31005,0.356,,
,,,,,,,,,,,,,31013,Box Butte,NE,31007,0.272,,
,,,,,,,,,,,,,31015,Boyd,NE,31009,0.293,,
,,,,,,,,,,,,,31017,Brown,NE,31011,0.415,,
,,,,,,,,,,,,,31019,Buffalo,NE,31013,0.203,,
,,,,,,,,,,,,,31021,Burt,NE,31015,0.309,,
,,,,,,,,,,,,,31023,Butler,NE,31017,0.335,,
,,,,,,,,,,,,,31025,Cass,NE,31019,0.391,,
,,,,,,,,,,,,,31027,Cedar,NE,31021,0.46,,
,,,,,,,,,,,,,31029,Chase,NE,31023,0.365,,
,,,,,,,,,,,,,31031,Cherry,NE,31025,0.55,,
,,,,,,,,,,,,,31033,Cheyenne,NE,31027,0.293,,
,,,,,,,,,,,,,31035,Clay,NE,31029,0.364,,
,,,,,,,,,,,,,31037,Colfax,NE,31031,0.328,,
,,,,,,,,,,,,,31039,Cuming,NE,31033,0.223,,
,,,,,,,,,,,,,31041,Custer,NE,31035,0.4,,
,,,,,,,,,,,,,31043,Dakota,NE,31037,0.341,,
,,,,,,,,,,,,,31045,Dawes,NE,31039,0.317,,
,,,,,,,,,,,,,31047,Dawson,NE,31041,0.314,,
,,,,,,,,,,,,,31049,Deuel,NE,31043,0.425,,
,,,,,,,,,,,,,31051,Dixon,NE,31045,0.242,,
,,,,,,,,,,,,,31053,Dodge,NE,31047,0.328,,
,,,,,,,,,,,,,31055,Douglas,NE,31049,0.355,,
