ACTION,weightedRisk,weightedAvgInteveral,riskString,RACE,infRateRace,mortRateRace,age group (years),mortality rate,sex,mortRateSex,prexistingCond,mortRatePC,FIPS,COUNTY,STATE,COUNTYFP,ALWAYS,alwaysInteveral,alwaysString
,,,,,,,,,,,,,13079,Crawford,GA,13073,0.547,,
,,,,,,,,,,,,,13081,Crisp,GA,13075,0.441,,
,,,,,,,,,,,,,13083,Dade,GA,13077,0.455,,
,,,,,,,,,,,,,13085,Dawson,GA,13079,0.468,,
,,,,,,,,,,,,,13087,Decatur,GA,13081,0.635,,
,,,,,,,,,,,,,13089,De Kalb,GA,13083,0.27,,
,,,,,,,,,,,,,13091,Dodge,GA,13085,0.571,,
,,,,,,,,,,,,,13093,Dooly,GA,13087,0.516,,
,,,,,,,,,,,,,13095,Dougherty,GA,13089,0.704,,
,,,,,,,,,,,,,13097,Douglas,GA,13091,0.443,,
,,,,,,,,,,,,,13099,Early,GA,13093,0.627,,
,,,,,,,,,,,,,13101,Echols,GA,13095,0.726,,
,,,,,,,,,,,,,13103,Effingham,GA,13097,0.591,,
,,,,,,,,,,,,,13105,Elbert,GA,13099,0.485,,
,,,,,,,,,,,,,13107,Emanuel,GA,13101,0.446,,
,,,,,,,,,,,,,13109,Evans,GA,13103,0.475,,
,,,,,,,,,,,,,13111,Fannin,GA,13105,0.503,,
,,,,,,,,,,,,,13113,Fayette,GA,13107,0.5,,
,,,,,,,,,,,,,13115,Floyd,GA,13109,0.372,,
,,,,,,,,,,,,,13117,Forsyth,GA,13111,0.6,,
,,,,,,,,,,,,,13119,Franklin,GA,13113,0.505,,
,,,,,,,,,,,,,13121,Fulton,GA,13115,0.395,,
,,,,,,,,,,,,,13123,Gilmer,GA,13117,0.641,,
,,,,,,,,,,,,,13125,Glascock,GA,13119,0.425,,
,,,,,,,,,,,,,13127,Glynn,GA,13121,0.662,,
,,,,,,,,,,,,,13129,Gordon,GA,13123,0.545,,
,,,,,,,,,,,,,13131,Grady,GA,13125,0.541,,
,,,,,,,,,,,,,13133,Greene,GA,13127,0.485,,
,,,,,,,,,,,,,13135,Gwinnett,GA,13129,0.369,,
,,,,,,,,,,,,,13137,Habersham,GA,13131,0.417,,
,,,,,,,,,,,,,13139,Hall,GA,13133,0.658,,
,,,,,,,,,,,,,13141,Hancock,GA,13135,0.639,,
,,,,,,,,,,,,,13143,Haralson,GA,13137,0.43,,
,,,,,,,,,,,,,13145,Harris,GA,13139,0.545,,
,,,,,,,,,,,,,13147,Hart,GA,13141,0.575,,
,,,,,,,,,,,,,13149,Heard,GA,13143,0.345,,
,,,,,,,,,,,,,13151,Henry,GA,13145,0.551,,
,,,,,,,,,,,,,13153,Houston,GA,13147,0.5,,
,,,,,,,,,,,,,13155,Irwin,GA,13149,0.471,,
,,,,,,,,,,,,,13157,Jackson,GA,13151,0.578,,
,,,,,,,,,,,,,13159,Jasper,GA,13153,0.581,,
,,,,,,,,,,,,,13161,Jeff Davis,GA,13155,0.46,,
,,,,,,,,,,,,,13163,Jefferson,GA,13157,0.434,,
,,,,,,,,,,,,,13165,Jenkins,GA,13159,0.56,,
,,,,,,,,,,,,,13167,Johnson,GA,13161,0.39,,
,,,,,,,,,,,,,13169,Jones,GA,13163,0.493,,
,,,,,,,,,,,,,13171,Lamar,GA,13165,0.488,,
,,,,,,,,,,,,,13173,Lanier,GA,13167,0.468,,
,,,,,,,,,,,,,13175,Laurens,GA,13169,0.43,,
,,,,,,,,,,,,,13177,Lee,GA,13171,0.406,,
,,,,,,,,,,,,,13179,Liberty,GA,13173,0.502,,
,,,,,,,,,,,,,13181,Lincoln,GA,13175,0.391,,
,,,,,,,,,,,,,13183,Long,GA,13177,0.732,,
,,,,,,,,,,,,,13185,Lowndes,GA,13179,0.614,,
,,,,,,,,,,,,,13187,Lumpkin,GA,13181,0.479,,
,,,,,,,,,,,,,13189,McDuffie,GA,13183,0.621,,
,,,,,,,,,,,,,13191,McIntosh,GA,13185,0.435,,
,,,,,,,,,,,,,13193,Macon,GA,13187,0.504,,
,,,,,,,,,,,,,13195,Madison,GA,13189,0.488,,
,,,,,,,,,,,,,13197,Marion,GA,13191,0.481,,
,,,,,,,,,,,,,13199,Meriwether,GA,13193,0.55,,
,,,,,,,,,,,,,13201,Miller,GA,13195,0.511,,
,,,,,,,,,,,,,13205,Mitchell,GA,13197,0.433,,
,,,,,,,,,,,,,13207,Monroe,GA,13199,0.517,,
,,,,,,,,,,,,,13209,Montgomery,GA,13201,0.539,,
,,,,,,,,,,,,,13211,Morgan,GA,13205,0.63,,
,,,,,,,,,,,,,13213,Murray,GA,13207,0.455,,
,,,,,,,,,,,,,13215,Muscogee,GA,13209,0.401,,
,,,,,,,,,,,,,13217,Newton,GA,13211,0.614,,
,,,,,,,,,,,,,13219,Oconee,GA,13213,0.417,,
,,,,,,,,,,,,,13221,Oglethorpe,GA,13215,0.555,,
,,,,,,,,,,,,,13223,Paulding,GA,13217,0.5,,
,,,,,,,,,,,,,13225,Peach,GA,13219,0.611,,
,,,,,,,,,,,,,13227,Pickens,GA,13221,0.627,,
,,,,,,,,,,,,,13229,Pierce,GA,13223,0.494,,
,,,,,,,,,,,,,13231,Pike,GA,13225,0.567,,
,,,,,,,,,,,,,13233,Polk,GA,13227,0.555,,
,,,,,,,,,,,,,13235,Pulaski,GA,13229,0.522,,
,,,,,,,,,,,,,13237,Putnam,GA,13231,0.542,,
,,,,,,,,,,,,,13239,Quitman,GA,13233,0.485,,
,,,,,,,,,,,,,13241,Rabun,GA,13235,0.575,,
,,,,,,,,,,,,,13243,Randolph,GA,13237,0.516,,
,,,,,,,,,,,,,13245,Richmond,GA,13239,0.538,,
,,,,,,,,,,,,,13247,Rockdale,GA,13241,0.464,,
,,,,,,,,,,,,,13249,Schley,GA,13243,0.669,,
,,,,,,,,,,,,,13251,Screven,GA,13245,0.578,,
,,,,,,,,,,,,,13253,Seminole,GA,13247,0.534,,
,,,,,,,,,,,,,13255,Spalding,GA,13249,0.497,,
,,,,,,,,,,,,,13257,Stephens,GA,13251,0.41,,
,,,,,,,,,,,,,13259,Stewart,GA,13253,0.51,,
,,,,,,,,,,,,,13261,Sumter,GA,13255,0.509,,
,,,,,,,,,,,,,13263,Talbot,GA,13257,0.37,,
,,,,,,,,,,,,,13265,Taliaferro,GA,13259,0.517,,
,,,,,,,,,,,,,13267,Tattnall,GA,13261,0.641,,
,,,,,,,,,,,,,13269,Taylor,GA,13263,0.492,,
,,,,,,,,,,,,,13271,Telfair,GA,13265,0.644,,
,,,,,,,,,,,,,13273,Terrell,GA,13267,0.434,,
,,,,,,,,,,,,,13275,Thomas,GA,13269,0.422,,
,,,,,,,,,,,,,13277,Tift,GA,13271,0.427,,
,,,,,,,,,,,,,13279,Toombs,GA,13273,0.755,,
,,,,,,,,,,,,,13281,Towns,GA,13275,0.53,,
,,,,,,,,,,,,,13283,Treutlen,GA,13277,0.496,,
,,,,,,,,,,,,,13285,Troup,GA,13279,0.429,,
,,,,,,,,,,,,,13287,Turner,GA,13281,0.531,,
,,,,,,,,,,,,,13289,Twiggs,GA,13283,0.399,,
,,,,,,,,,,,,,13291,Union,GA,13285,0.497,,
,,,,,,,,,,,,,13293,Upson,GA,13287,0.547,,
,,,,,,,,,,,,,13295,Walker,GA,13289,0.547,,
,,,,,,,,,,,,,13297,Walton,GA,13291,0.56,,
,,,,,,,,,,,,,13299,Ware,GA,13293,0.421,,
,,,,,,,,,,,,,13301,Warren,GA,13295,0.366,,
,,,,,,,,,,,,,13303,Washington,GA,13297,0.442,,
,,,,,,,,,,,,,13305,Wayne,GA,13299,0.556,,
,,,,,,,,,,,,,13307,Webster,GA,13301,0.474,,
,,,,,,,,,,,,,13309,Wheeler,GA,13303,0.617,,
,,,,,,,,,,,,,13311,White,GA,13305,0.55,,
,,,,,,,,,,,,,13313,Whitfield,GA,13307,0.603,,
,,,,,,,,,,,,,13315,Wilcox,GA,13309,0.395,,
,,,,,,,,,,,,,13317,Wilkes,GA,13311,0.433,,
,,,,,,,,,,,,,13319,Wilkinson,GA,13313,0.403,,
,,,,,,,,,,,,,13321,Worth,GA,13315,0.569,,
,,,,,,,,,,,,,15001,Hawaii,HI,13317,0.548,,
,,,,,,,,,,,,,15003,Honolulu,HI,13319,0.534,,
,,,,,,,,,,,,,15007,Kauai,HI,13321,0.605,,
,,,,,,,,,,,,,15009,Maui,HI,15001,0.799,,
,,,,,,,,,,,,,16001,Ada,ID,15003,0.798,,
,,,,,,,,,,,,,16003,Adams,ID,15005,0.85,,
,,,,,,,,,,,,,16005,Bannock,ID,15007,0.825,,
,,,,,,,,,,,,,16007,Bear Lake,ID,15009,0.803,,
,,,,,,,,,,,,,16009,Benewah,ID,16001,0.526,,
,,,,,,,,,,,,,16011,Bingham,ID,16003,0.254,,
,,,,,,,,,,,,,16013,Blaine,ID,16005,0.352,,
,,,,,,,,,,,,,16015,Boise,ID,16007,0.385,,
,,,,,,,,,,,,,16017,Bonner,ID,16009,0.601,,
,,,,,,,,,,,,,16019,Bonneville,ID,16011,0.304,,
,,,,,,,,,,,,,16021,Boundary,ID,16013,0.506,,
,,,,,,,,,,,,,16023,Butte,ID,16015,0.318,,
,,,,,,,,,,,,,16025,Camas,ID,16017,0.436,,
,,,,,,,,,,,,,16027,Canyon,ID,16019,0.268,,
,,,,,,,,,,,,,16029,Caribou,ID,16021,0.537,,
,,,,,,,,,,,,,16031,Cassia,ID,16023,0.298,,
,,,,,,,,,,,,,16033,Clark,ID,16025,0.639,,
,,,,,,,,,,,,,16035,Clearwater,ID,16027,0.381,,
,,,,,,,,,,,,,16037,Custer,ID,16029,0.326,,
,,,,,,,,,,,,,16039,Elmore,ID,16031,0.392,,
,,,,,,,,,,,,,16041,Franklin,ID,16033,0.218,,
,,,,,,,,,,,,,16043,Fremont,ID,16035,0.475,,
,,,,,,,,,,,,,16045,Gem,ID,16037,0.458,,
,,,,,,,,,,,,,16047,Gooding,ID,16039,0.539,,
,,,,,,,,,,,,,16049,Idaho,ID,16041,0.41,,
,,,,,,,,,,,,,16051,Jefferson,ID,16043,0.233,,
,,,,,,,,,,,,,16053,Jerome,ID,16045,0.436,,
,,,,,,,,,,,,,16055,Kootenai,ID,16047,0.345,,
,,,,,,,,,,,,,16057,Latah,ID,16049,0.423,,
,,,,,,,,,,,,,16059,Lemhi,ID,16051,0.252,,
,,,,,,,,,,,,,16061,Lewis,ID,16053,0.343,,
,,,,,,,,,,,,,16063,Lincoln,ID,16055,0.359,,
,,,,,,,,,,,,,16065,Madison,ID,16057,0.592,,
,,,,,,,,,,,,,16067,Minidoka,ID,16059,0.362,,
,,,,,,,,,,,,,16069,Nez Perce,ID,16061,0.459,,
,,,,,,,,,,,,,16071,Oneida,ID,16063,0.379,,
,,,,,,,,,,,,,16073,Owyhee,ID,16065,0.245,,
,,,,,,,,,,,,,16075,Payette,ID,16067,0.39,,
,,,,,,,,,,,,,16077,Power,ID,16069,0.517,,
,,,,,,,,,,,,,16079,Shoshone,ID,16071,0.406,,
,,,,,,,,,,,,,16081,Teton,ID,16073,0.423,,
,,,,,,,,,,,,,16083,Twin Falls,ID,16075,0.304,,
,,,,,,,,,,,,,16085,Valley,ID,16077,0.381,,
,,,,,,,,,,,,,16087,Washington,ID,16079,0.342,,
,,,,,,,,,,,,,17001,Adams,IL,16081,0.272,,
,,,,,,,,,,,,,17003,Alexander,IL,16083,0.335,,
,,,,,,,,,,,,,17005,Bond,IL,16085,0.361,,
,,,,,,,,,,,,,17007,Boone,IL,16087,0.239,,
,,,,,,,,,,,,,17009,Brown,IL,17001,0.35,,
,,,,,,,,,,,,,17011,Bureau,IL,17003,0.398,,
,,,,,,,,,,,,,17013,Calhoun,IL,17005,0.549,,
,,,,,,,,,,,,,17015,Carroll,IL,17007,0.66,,
,,,,,,,,,,,,,17017,Cass,IL,17009,0.385,,
,,,,,,,,,,,,,17019,Champaign,IL,17011,0.605,,
,,,,,,,,,,,,,17021,Christian,IL,17013,0.273,,
,,,,,,,,,,,,,17023,Clark,IL,17015,0.596,,
,,,,,,,,,,,,,17025,Clay,IL,17017,0.441,,
,,,,,,,,,,,,,17027,Clinton,IL,17019,0.661,,
,,,,,,,,,,,,,17029,Coles,IL,17021,0.603,,
,,,,,,,,,,,,,17031,Cook,IL,17023,0.451,,
,,,,,,,,,,,,,17033,Crawford,IL,17025,0.372,,
,,,,,,,,,,,,,17035,Cumberland,IL,17027,0.587,,
,,,,,,,,,,,,,17037,De Kalb,IL,17029,0.411,,
,,,,,,,,,,,,,17039,De Witt,IL,17031,0.722,,
,,,,,,,,,,,,,17041,Douglas,IL,17033,0.392,,
,,,,,,,,,,,,,17043,Du Page,IL,17035,0.424,,
,,,,,,,,,,,,,17045,Edgar,IL,17037,0.756,,
,,,,,,,,,,,,,17047,Edwards,IL,17039,0.507,,
,,,,,,,,,,,,,17049,Effingham,IL,17041,0.594,,
,,,,,,,,,,,,,17051,Fayette,IL,17043,0.76,,
,,,,,,,,,,,,,17053,Ford,IL,17045,0.398,,
,,,,,,,,,,,,,17055,Franklin,IL,17047,0.228,,
,,,,,,,,,,,,,17057,Fulton,IL,17049,0.41,,
,,,,,,,,,,,,,17059,Gallatin,IL,17051,0.47,,
,,,,,,,,,,,,,17061,Greene,IL,17053,0.567,,
,,,,,,,,,,,,,17063,Grundy,IL,17055,0.405,,
,,,,,,,,,,,,,17065,Hamilton,IL,17057,0.444,,
,,,,,,,,,,,,,17067,Hancock,IL,17059,0.373,,
,,,,,,,,,,,,,17069,Hardin,IL,17061,0.508,,
,,,,,,,,,,,,,17071,Henderson,IL,17063,0.599,,
,,,,,,,,,,,,,17073,Henry,IL,17065,0.373,,
,,,,,,,,,,,,,17075,Iroquois,IL,17067,0.411,,
,,,,,,,,,,,,,17077,Jackson,IL,17069,0.34,,
,,,,,,,,,,,,,17079,Jasper,IL,17071,0.604,,
,,,,,,,,,,,,,17081,Jefferson,IL,17073,0.597,,
,,,,,,,,,,,,,17083,Jersey,IL,17075,0.424,,
,,,,,,,,,,,,,17085,Jo Daviess,IL,17077,0.496,,
,,,,,,,,,,,,,17087,Johnson,IL,17079,0.38,,
,,,,,,,,,,,,,17089,Kane,IL,17081,0.393,,
,,,,,,,,,,,,,17091,Kankakee,IL,17083,0.537,,
,,,,,,,,,,,,,17093,Kendall,IL,17085,0.465,,
,,,,,,,,,,,,,17095,Knox,IL,17087,0.496,,
,,,,,,,,,,,,,17097,Lake,IL,17089,0.748,,
,,,,,,,,,,,,,17099,La Salle,IL,17091,0.527,,
,,,,,,,,,,,,,17101,Lawrence,IL,17093,0.788,,
,,,,,,,,,,,,,17103,Lee,IL,17095,0.494,,
,,,,,,,,,,,,,17105,Livingston,IL,17097,0.769,,
,,,,,,,,,,,,,17107,Logan,IL,17099,0.556,,
,,,,,,,,,,,,,17109,McDonough,IL,17101,0.26,,
,,,,,,,,,,,,,17111,McHenry,IL,17103,0.65,,
,,,,,,,,,,,,,17113,McLean,IL,17105,0.51,,
,,,,,,,,,,,,,17115,Macon,IL,17107,0.551,,
,,,,,,,,,,,,,17117,Macoupin,IL,17109,0.59,,
,,,,,,,,,,,,,17119,Madison,IL,17111,0.716,,
,,,,,,,,,,,,,17121,Marion,IL,17113,0.561,,
,,,,,,,,,,,,,17123,Marshall,IL,17115,0.549,,
,,,,,,,,,,,,,17125,Mason,IL,17117,0.561,,
,,,,,,,,,,,,,17127,Massac,IL,17119,0.648,,
,,,,,,,,,,,,,17129,Menard,IL,17121,0.404,,
,,,,,,,,,,,,,17131,Mercer,IL,17123,0.538,,
,,,,,,,,,,,,,17133,Monroe,IL,17125,0.313,,
,,,,,,,,,,,,,17135,Montgomery,IL,17127,0.373,,
,,,,,,,,,,,,,17137,Morgan,IL,17129,0.54,,
,,,,,,,,,,,,,17139,Moultrie,IL,17131,0.571,,
,,,,,,,,,,,,,17141,Ogle,IL,17133,0.67,,
,,,,,,,,,,,,,17143,Peoria,IL,17135,0.525,,
,,,,,,,,,,,,,17145,Perry,IL,17137,0.533,,
,,,,,,,,,,,,,17147,Piatt,IL,17139,0.39,,
,,,,,,,,,,,,,17149,Pike,IL,17141,0.589,,
,,,,,,,,,,,,,17151,Pope,IL,17143,0.577,,
,,,,,,,,,,,,,17153,Pulaski,IL,17145,0.392,,
,,,,,,,,,,,,,17155,Putnam,IL,17147,0.688,,
,,,,,,,,,,,,,17157,Randolph,IL,17149,0.36,,
,,,,,,,,,,,,,17159,Richland,IL,17151,0.415,,
,,,,,,,,,,,,,17161,Rock Island,IL,17153,0.405,,
,,,,,,,,,,,,,17163,St Clair,IL,17155,0.535,,
,,,,,,,,,,,,,17165,Saline,IL,17157,0.452,,
,,,,,,,,,,,,,17167,Sangamon,IL,17159,0.331,,
,,,,,,,,,,,,,17169,Schuyler,IL,17161,0.596,,
,,,,,,,,,,,,,17171,Scott,IL,17163,0.767,,
,,,,,,,,,,,,,17173,Shelby,IL,17165,0.462,,
,,,,,,,,,,,,,17175,Stark,IL,17167,0.564,,
,,,,,,,,,,,,,17177,Stephenson,IL,17169,0.417,,
,,,,,,,,,,,,,17179,Tazewell,IL,17171,0.52,,
,,,,,,,,,,,,,17181,Union,IL,17173,0.469,,
,,,,,,,,,,,,,17183,Vermilion,IL,17175,0.672,,
,,,,,,,,,,,,,17185,Wabash,IL,17177,0.644,,
,,,,,,,,,,,,,17187,Warren,IL,17179,0.56,,
,,,,,,,,,,,,,17189,Washington,IL,17181,0.466,,
,,,,,,,,,,,,,17191,Wayne,IL,17183,0.504,,
,,,,,,,,,,,,,17193,White,IL,17185,0.212,,
,,,,,,,,,,,,,17195,Whiteside,IL,17187,0.522,,
,,,,,,,,,,,,,17197,Will,IL,17189,0.456,,
,,,,,,,,,,,,,17199,Williamson,IL,17191,0.345,,
,,,,,,,,,,,,,17201,Winnebago,IL,17193,0.332,,
,,,,,,,,,,,,,17203,Woodford,IL,17195,0.649,,
,,,,,,,,,,,,,18001,Adams,IN,17197,0.739,,
,,,,,,,,,,,,,18003,Allen,IN,17199,0.464,,
,,,,,,,,,,,,,18005,Bartholomew,IN,17201,0.657,,
,,,,,,,,,,,,,18007,Benton,IN,17203,0.517,,
,,,,,,,,,,,,,18009,Blackford,IN,18001,0.309,,
,,,,,,,,,,,,,18011,Boone,IN,18003,0.464,,
,,,,,,,,,,,,,18013,Brown,IN,18005,0.406,,
,,,,,,,,,,,,,18015,Carroll,IN,18007,0.496,,
,,,,,,,,,,,,,18017,Cass,IN,18009,0.447,,
,,,,,,,,,,,,,18019,Clark,IN,18011,0.413,,
,,,,,,,,,,,,,18021,Clay,IN,18013,0.66,,
,,,,,,,,,,,,,18023,Clinton,IN,18015,0.447,,
,,,,,,,,,,,,,18025,Crawford,IN,18017,0.283,,
,,,,,,,,,,,,,18027,Daviess,IN,18019,0.501,,
,,,,,,,,,,,,,18029,Dearborn,IN,18021,0.466,,
,,,,,,,,,,,,,18031,Decatur,IN,18023,0.462,,
,,,,,,,,,,,,,18033,De Kalb,IN,18025,0.465,,
,,,,,,,,,,,,,18035,Delaware,IN,18027,0.546,,
,,,,,,,,,,,,,18037,Dubois,IN,18029,0.371,,
,,,,,,,,,,,,,18039,Elkhart,IN,18031,0.437,,
,,,,,,,,,,,,,18041,Fayette,IN,18033,0.55,,
,,,,,,,,,,,,,18043,Floyd,IN,18035,0.475,,
,,,,,,,,,,,,,18045,Fountain,IN,18037,0.55,,
,,,,,,,,,,,,,18047,Franklin,IN,18039,0.528,,
,,,,,,,,,,,,,18049,Fulton,IN,18041,0.514,,
,,,,,,,,,,,,,18051,Gibson,IN,18043,0.474,,
,,,,,,,,,,,,,18053,Grant,IN,18045,0.474,,
,,,,,,,,,,,,,18055,Greene,IN,18047,0.545,,
,,,,,,,,,,,,,18057,Hamilton,IN,18049,0.399,,
,,,,,,,,,,,,,18059,Hancock,IN,18051,0.351,,
,,,,,,,,,,,,,18061,Harrison,IN,18053,0.393,,
,,,,,,,,,,,,,18063,Hendricks,IN,18055,0.558,,
,,,,,,,,,,,,,18065,Henry,IN,18057,0.596,,
,,,,,,,,,,,,,18067,Howard,IN,18059,0.42,,
,,,,,,,,,,,,,18069,Huntington,IN,18061,0.359,,
,,,,,,,,,,,,,18071,Jackson,IN,18063,0.523,,
,,,,,,,,,,,,,18073,Jasper,IN,18065,0.434,,
,,,,,,,,,,,,,18075,Jay,IN,18067,0.426,,
,,,,,,,,,,,,,18077,Jefferson,IN,18069,0.416,,
,,,,,,,,,,,,,18079,Jennings,IN,18071,0.312,,
,,,,,,,,,,,,,18081,Johnson,IN,18073,0.321,,
,,,,,,,,,,,,,18083,Knox,IN,18075,0.328,,
,,,,,,,,,,,,,18085,Kosciusko,IN,18077,0.255,,
,,,,,,,,,,,,,18087,La Grange,IN,18079,0.319,,
,,,,,,,,,,,,,18089,Lake,IN,18081,0.557,,
,,,,,,,,,,,,,18091,La Porte,IN,18083,0.338,,
,,,,,,,,,,,,,18093,Lawrence,IN,18085,0.496,,
,,,,,,,,,,,,,18095,Madison,IN,18087,0.452,,
,,,,,,,,,,,,,18097,Marion,IN,18089,0.592,,
,,,,,,,,,,,,,18099,Marshall,IN,18091,0.466,,
,,,,,,,,,,,,,18101,Martin,IN,18093,0.491,,
,,,,,,,,,,,,,18103,Miami,IN,18095,0.559,,
,,,,,,,,,,,,,18105,Monroe,IN,18097,0.548,,
,,,,,,,,,,,,,18107,Montgomery,IN,18099,0.389,,
,,,,,,,,,,,,,18109,Morgan,IN,18101,0.55,,
,,,,,,,,,,,,,18111,Newton,IN,18103,0.343,,
,,,,,,,,,,,,,18113,Noble,IN,18105,0.591,,
,,,,,,,,,,,,,18115,Ohio,IN,18107,0.49,,
,,,,,,,,,,,,,18117,Orange,IN,18109,0.485,,
,,,,,,,,,,,,,18119,Owen,IN,18111,0.316,,
,,,,,,,,,,,,,18121,Parke,IN,18113,0.5,,
,,,,,,,,,,,,,18123,Perry,IN,18115,0.459,,
,,,,,,,,,,,,,18125,Pike,IN,18117,0.43,,
,,,,,,,,,,,,,18127,Porter,IN,18119,0.5,,
,,,,,,,,,,,,,18129,Posey,IN,18121,0.405,,
,,,,,,,,,,,,,18131,Pulaski,IN,18123,0.542,,
,,,,,,,,,,,,,18133,Putnam,IN,18125,0.495,,
,,,,,,,,,,,,,18135,Randolph,IN,18127,0.512,,
,,,,,,,,,,,,,18137,Ripley,IN,18129,0.472,,
,,,,,,,,,,,,,18139,Rush,IN,18131,0.223,,
,,,,,,,,,,,,,18141,St Joseph,IN,18133,0.366,,
,,,,,,,,,,,,,18143,Scott,IN,18135,0.336,,
,,,,,,,,,,,,,18145,Shelby,IN,18137,0.429,,
,,,,,,,,,,,,,18147,Spencer,IN,18139,0.408,,
,,,,,,,,,,,,,18149,Starke,IN,18141,0.598,,
,,,,,,,,,,,,,18151,Steuben,IN,18143,0.46,,
,,,,,,,,,,,,,18153,Sullivan,IN,18145,0.413,,
,,,,,,,,,,,,,18155,Switzerland,IN,18147,0.529,,
,,,,,,,,,,,,,18157,Tippecanoe,IN,18149,0.365,,
,,,,,,,,,,,,,18159,Tipton,IN,18151,0.532,,
,,,,,,,,,,,,,18161,Union,IN,18153,0.517,,
,,,,,,,,,,,,,18163,Vanderburgh,IN,18155,0.344,,
,,,,,,,,,,,,,18165,Vermillion,IN,18157,0.518,,
,,,,,,,,,,,,,18167,Vigo,IN,18159,0.352,,
,,,,,,,,,,,,,18169,Wabash,IN,18161,0.569,,
,,,,,,,,,,,,,18171,Warren,IN,18163,0.542,,
,,,,,,,,,,,,,18173,Warrick,IN,18165,0.426,,
,,,,,,,,,,,,,18175,Washington,IN,18167,0.466,,
,,,,,,,,,,,,,18177,Wayne,IN,18169,0.381,,
,,,,,,,,,,,,,18179,Wells,IN,18171,0.492,,
,,,,,,,,,,,,,18181,White,IN,18173,0.548,,
,,,,,,,,,,,,,18183,Whitley,IN,18175,0.411,,
,,,,,,,,,,,,,19001,Adair,IA,18177,0.348,,
,,,,,,,,,,,,,19003,Adams,IA,18179,0.332,,
,,,,,,,,,,,,,19005,Allamakee,IA,18181,0.384,,
,,,,,,,,,,,,,19007,Appanoose,IA,18183,0.46,,
,,,,,,,,,,,,,19009,Audubon,IA,19001,0.364,,
,,,,,,,,,,,,,19011,Benton,IA,19003,0.281,,
,,,,,,,,,,,,,19013,Black Hawk,IA,19005,0.469,,
,,,,,,,,,,,,,19015,Boone,IA,19007,0.413,,
,,,,,,,,,,,,,19017,Bremer,IA,19009,0.322,,
,,,,,,,,,,,,,19019,Buchanan,IA,19011,0.504,,
,,,,,,,,,,,,,19021,Buena Vista,IA,19013,0.447,,
,,,,,,,,,,,,,19023,Butler,IA,19015,0.533,,
,,,,,,,,,,,,,19025,Calhoun,IA,19017,0.424,,
,,,,,,,,,,,,,19027,Carroll,IA,19019,0.373,,
,,,,,,,,,,,,,19029,Cass,IA,19021,0.288,,
,,,,,,,,,,,,,19031,Cedar,IA,19023,0.417,,
,,,,,,,,,,,,,19033,Cerro Gordo,IA,19025,0.304,,
,,,,,,,,,,,,,19035,Cherokee,IA,19027,0.358,,
,,,,,,,,,,,,,19037,Chickasaw,IA,19029,0.227,,
,,,,,,,,,,,,,19039,Clarke,IA,19031,0.381,,
,,,,,,,,,,,,,19041,Clay,IA,19033,0.215,,
,,,,,,,,,,,,,19043,Clayton,IA,19035,0.309,,
,,,,,,,,,,,,,19045,Clinton,IA,19037,0.356,,
,,,,,,,,,,,,,19047,Crawford,IA,19039,0.418,,
,,,,,,,,,,,,,19049,Dallas,IA,19041,0.441,,
,,,,,,,,,,,,,19051,Davis,IA,19043,0.371,,
,,,,,,,,,,,,,19053,Decatur,IA,19045,0.43,,
,,,,,,,,,,,,,19055,Delaware,IA,19047,0.66,,
,,,,,,,,,,,,,19057,Des Moines,IA,19049,0.485,,
,,,,,,,,,,,,,19059,Dickinson,IA,19051,0.411,,
,,,,,,,,,,,,,19061,Dubuque,IA,19053,0.294,,
,,,,,,,,,,,,,19063,Emmet,IA,19055,0.283,,
,,,,,,,,,,,,,19065,Fayette,IA,19057,0.553,,
,,,,,,,,,,,,,19067,Floyd,IA,19059,0.433,,
,,,,,,,,,,,,,19069,Franklin,IA,19061,0.43,,
,,,,,,,,,,,,,19071,Fremont,IA,19063,0.428,,
,,,,,,,,,,,,,19073,Greene,IA,19065,0.394,,
,,,,,,,,,,,,,19075,Grundy,IA,19067,0.268,,
,,,,,,,,,,,,,19077,Guthrie,IA,19069,0.261,,
,,,,,,,,,,,,,19079,Hamilton,IA,19071,0.611,,
,,,,,,,,,,,,,19081,Hancock,IA,19073,0.354,,
,,,,,,,,,,,,,19083,Hardin,IA,19075,0.48,,
,,,,,,,,,,,,,19085,Harrison,IA,19077,0.34,,
,,,,,,,,,,,,,19087,Henry,IA,19079,0.457,,
,,,,,,,,,,,,,19089,Howard,IA,19081,0.216,,
,,,,,,,,,,,,,19091,Humboldt,IA,19083,0.441,,
,,,,,,,,,,,,,19093,Ida,IA,19085,0.565,,
,,,,,,,,,,,,,19095,Iowa,IA,19087,0.461,,
,,,,,,,,,,,,,19097,Jackson,IA,19089,0.413,,
,,,,,,,,,,,,,19099,Jasper,IA,19091,0.24,,
,,,,,,,,,,,,,19101,Jefferson,IA,19093,0.38,,
,,,,,,,,,,,,,19103,Johnson,IA,19095,0.45,,
,,,,,,,,,,,,,19105,Jones,IA,19097,0.411,,
,,,,,,,,,,,,,19107,Keokuk,IA,19099,0.347,,
,,,,,,,,,,,,,19109,Kossuth,IA,19101,0.398,,
,,,,,,,,,,,,,19111,Lee,IA,19103,0.673,,
,,,,,,,,,,,,,19113,Linn,IA,19105,0.355,,
,,,,,,,,,,,,,19115,Louisa,IA,19107,0.272,,
